Author	Title	Tags	Directory
Lavie Tidhar	Central Station	science-fiction, Tachyon Publications, Novel, John-W.-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel	science-fiction
Jean Genet	Our Lady of the Flowers	Fiction, Novel, French, Le-Mondes-100-Books-of-the-Century	fiction
Charles Dickens	Our Mutual Friend	BBC-100-Most-Inspiring-Novels, Class-Society, Novel, Fiction, British	fiction
Jacques Prévert	Paroles	Fiction, Novel, French, Le-Mondes-100-Books-of-the-Century	fiction
Nancy Means Wright	Pea Soup Poisonings	Hilliard-Harris, Winner, Agatha-Award, Novel, Fiction	fiction
William Bayer	Peregrine	Fiction, Edgar-Allan-Peo-Award-For-Best-Novel, Winner, Novel	fiction
Patrick Süskind	Perfume	Alfred A. Knopf, World-Fantasy-Award, Novel, Fantasy	fantasy
Jon Cleary	Peter's Pence	Fiction, Edgar-Allan-Peo-Award-For-Best-Novel, Winner, Novel	fiction
Thomas Tessier	Phantom	Atheneum Books, World-Fantasy-Award-finalist, Fantasy	fantasy
Christina Lane	Phantom Lady: Hollywood Producer Joan Harrison, the Forgotten Woman Behind Hitchcock	Fiction, Winner, Agatha-Award, Novel	fiction
Steve Szilagyi	Photographing Fairies	Ballantine Books, World-Fantasy-Award-finalist, Fantasy	fantasy
Nell Dunn	Poor Cow	BBC-100-Most-Inspiring-Novels, Class-Society, Novel, Fiction, British	fiction
Cindy Callaghan	Potion Problems (Just Add Magic)	Fiction, Winner, Agatha-Award, Novel	fiction
Cindy Callaghan	Sydney Mackenzie Knocks 'Em Dead	Winner, Aladdin, Agatha-Award, Novel, Fiction	fiction
Cindy Callaghan	Saltwater Secrets	Novel, Agatha-Award, Fiction, AladdinQ, Finalist	fiction
Jane Austen	Pride and Prejudice	BBC-100-Most-Inspiring-Novels, Love,-Sex-Romance, Novel, Fiction, British	fiction
Jack French	Private Eye-Lashes: Radio’s Lady Detectives	Bear-Manor-Media, Winner, Agatha-Award, Novel, Fiction	fiction
Robert B. Parker	Promised Land	Fiction, Edgar-Allan-Peo-Award-For-Best-Novel, Winner, Novel	fiction
Diane Vallere	Promophobia: Taking the Mystery Out of Promoting Crime Fiction	Fiction, Winner, Agatha-Award, Novel	fiction
P. G. Wodehouse	Psmith, Journalist	BBC-100-Most-Inspiring-Novels, Novel, Fiction, British, Rule-Breakers	fiction
Kacen Callender	Queen of the Conquered	World-Fantasy-Award, Novel, Fantasy, Orbit Books	fantasy
Daphne du Maurier	Rebecca	BBC-100-Most-Inspiring-Novels, Crime-Conflict, Novel, Fiction, British	fiction
Daniel J. Hale and Matthew LaBrot	Red Card (The Zeke Armstrong Mysteries)	Top-Publications, Winner, Agatha-Award, Novel, Fiction	fiction
Vikram Chandra	Red Earth and Pouring Rain	Little, Brown and Company, World-Fantasy-Award-finalist, Fantasy	fantasy
Karen Lord	Redemption in Indigo	Small Beer Press, World-Fantasy-Award-finalist, Fantasy	fantasy
Pat Barker	Regeneration	BBC-100-Most-Inspiring-Novels, Crime-Conflict, Novel, Fiction, British	fiction
Ken Grimwood	Replay	Arbor House, World-Fantasy-Award, Novel, Fantasy	fantasy
Graham Joyce	Requiem	Michael Joseph, Signet Creed, World-Fantasy-Award-finalist, Fantasy	fantasy
Graham Joyce	Some Kind of Fairy Tale	Victor Gollancz, World-Fantasy-Award-finalist, Fantasy	fantasy
Graham Joyce	The Facts of Life	Victor Gollancz, World-Fantasy-Award, Novel, Fantasy	fantasy
Graham Joyce	The Limits of Enchantment	Victor Gollancz, Atria, World-Fantasy-Award-finalist, Fantasy	fantasy
Graham Joyce	The Silent Land	Victor Gollancz, Doubleday, World-Fantasy-Award-finalist, Fantasy	fantasy
Ian Rankin	Resurrection Men	Fiction, Edgar-Allan-Peo-Award-For-Best-Novel, Winner, Novel	fiction
Jilly Cooper	Riders	BBC-100-Most-Inspiring-Novels, Love,-Sex-Romance, Novel, Fiction, British	fiction
Betsy James	Roadsouls	Aqueduct Press, World-Fantasy-Award-finalist, Fantasy	fantasy
Ed Lacy	Room to Swing	Fiction, Edgar-Allan-Peo-Award-For-Best-Novel, Winner, Novel	fiction
C. S. E. Cooney	Saint Death's Daughter	Solaris Books, World-Fantasy-Award, Novel, Fantasy	fantasy
Alan Sillitoe	Saturday Night and Sunday Morning	BBC-100-Most-Inspiring-Novels, Class-Society, Novel, Fiction, British	fiction
K. J. Parker	Savages	Subterranean Press, World-Fantasy-Award-finalist, Fantasy	fantasy
Michel Butor	Second Thoughts	Fiction, Novel, French, Le-Mondes-100-Books-of-the-Century	fiction
Nghi Vo	Siren Queen	Tordotcom, World-Fantasy-Award-finalist, Fantasy	fantasy
Luigi Pirandello	Six Characters in Search of an Author	Fiction, Italian, Novel, Le-Mondes-100-Books-of-the-Century	fiction
Kathe Koja	Skin	Delacorte Abyss, World-Fantasy-Award-finalist, Fantasy	fantasy
Toni Kelner	Sleeping with the Plush	Winner, Agatha-Award, Novel, Fiction, Alfred-Hitchcock's-Mystery-Magazine	fiction
Andrea Levy	Small Island	BBC-100-Most-Inspiring-Novels, Novel, Identity, Fiction, British	fiction
William Maxwell	So Long, See You Tomorrow	BBC-100-Most-Inspiring-Novels, American, Novel, Fiction, Coming-of-Age	fiction
Mary Jane Maffini	So Much in Common	Winner, Agatha-Award, Novel, Ellery-Queen's-Mystery-Magazine,-Sept./Oct.-2010, Fiction	fiction
Carolyn G. Hart	Something Wicked	Winner, Novel, Bantam, Agatha-Award, Fiction	fiction
Carolyn G. Hart	Scandal in Fair Haven	Fiction, Finalist, Agatha-Award, Novel	fiction
Carolyn G. Hart	Southern Ghost	Agatha-Award, Novel, Fiction, Finalist, Anthony-Award-For-Best-Novel	fiction
Carolyn G. Hart	The Christie Caper	Bantam-Books, Agatha-Award, Novel, Fiction, Finalist	fiction
Carolyn G. Hart	Deadly Valentine	Fiction, Finalist, Agatha-Award, Novel	fiction
Carolyn G. Hart	A Little Class on Murder	Agatha-Award, Novel, Fiction, Finalist, Anthony-Award-For-Best-Novel	fiction
William Styron	Sophie's Choice	Fiction, English, Novel, Le-Mondes-100-Books-of-the-Century	fiction
Dean Koontz	Strangers	Putnam Publishing Group, World-Fantasy-Award-finalist, Fantasy	fantasy
James Plunkett	Strumpet City	BBC-100-Most-Inspiring-Novels, Politics,-Power-Protest, Novel, Fiction, Irish	fiction
R. K. Narayan	Swami and Friends	BBC-100-Most-Inspiring-Novels, Novel, Fiction, Coming-of-Age, Indian	fiction
Armistead Maupin	Tales of the City	BBC-100-Most-Inspiring-Novels, American, Novel, Fiction, Family-Friendship	fiction
Terry Bisson	Talking Man	Arbor House, World-Fantasy-Award-finalist, Fantasy	fantasy
Terry Bisson	Any Day Now	The Overlook Press, John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Novel, science-fiction	science-fiction
Terry Bisson	Bears Discover Fire	1990, Asimov's Science Fiction, Hugo-Award-for-Best-Short-Story, science fiction, Short-Story, short-story, Theodore Sturgeon Award, Nebula-Award-for-Best-Short-Story, science-fiction	science-fiction
Terry Bisson	Macs	Science Fiction, The Magazine of Fantasy, Short-Story, Nebula-Award-for-Best-Short-Story, science-fiction	science-fiction
Peter S. Beagle	Tamsin	Roc Books, World-Fantasy-Award-finalist, Fantasy	fantasy
Peter S. Beagle	The Innkeeper's Song	Roc Books, Locus-Award-For-Best-Fantasy-Novel, Novel, World-Fantasy-Award-finalist, Fantasy, Fiction	fantasy
Daniel Stashower	Teller of Tales: the Life of Arthur Conan Doyle	Winner, Agatha-Award, Novel, Fiction, Henry-Holt-Company	fiction
Daniel Stashower	The Hour of Peril: The Secret Plot to Murder Lincoln Before the Civil War	Fiction, Winner, Agatha-Award, Novel	fiction
Daniel Stashower	The Beautiful Cigar Girl	Dutton, Agatha-Award, Novel, Fiction, Finalist	fiction
Margo Lanagan	Tender Morsels	Novel, Fantasy, Unwin, World-Fantasy-Award, Alfred A. Knopf, Allen	fantasy
Marc Laidlaw	The 37th Mandala	St. Martin's Press, World-Fantasy-Award-finalist, Fantasy	fantasy
Kathleen Karr	The 7th Knot	Marshall-Cavendish, Winner, Agatha-Award, Novel, Fiction	fiction
Marguerite Yourcenar	The AbyssZeno of Bruges	Fiction, Novel, French, Le-Mondes-100-Books-of-the-Century	fiction
Louise Erdrich	The Antelope Wife	HarperFlamingo, World-Fantasy-Award, Novel, Fantasy	fantasy
Louise Erdrich	Future Home of the Living God	Harper, John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Novel, science-fiction	science-fiction
Charles Stross	The Apocalypse Codex	Fiction, Locus-Award-For-Best-Fantasy-Novel, Novel	fiction
Charles Stross	Accelerando	Locus-Award-For-Best-Science-Fiction, John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Novel, science fiction, novel, Fiction, 2005, Ace Books, science-fiction	science-fiction
Charles Stross	Glasshouse	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Ace Books, Novel	science-fiction
Charles Stross	Neptune's Brood	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Ace Books, Novel	science-fiction
Charles Stross	Lobsters	short-story, science fiction, 2001	science-fiction
Eugène Ionesco	The Bald Soprano	Fiction, Novel, French, Le-Mondes-100-Books-of-the-Century	fiction
Alex Jennings	The Ballad of Perilous Graves	Redhook Books/Orbit UK, World-Fantasy-Award-finalist, Fantasy	fantasy
Sylvia Plath	The Bell Jar	BBC-100-Most-Inspiring-Novels, American, Novel, Identity, Fiction	fiction
Raymond Chandler	The Big Sleep	BBC-100-Most-Inspiring-Novels, American, Adventure, Novel, Fiction, English, Le-Mondes-100-Books-of-the-Century	fiction
Raymond Chandler	The Long Goodbye	Fiction, Edgar-Allan-Peo-Award-For-Best-Novel, Winner, Novel	fiction
Les Daniels	The Black Castle	Charles Scribner's Sons, World-Fantasy-Award-finalist, Fantasy	fantasy
Hergé	The Blue Lotus	Fiction, Novel, French, Le-Mondes-100-Books-of-the-Century	fiction
Katherine Hall Page	The Body in the Belfry	St.-Martin's-Press, Winner, Agatha-Award, Novel, Fiction	fiction
Katherine Hall Page	The Body in the Snowdrift	Winner, Agatha-Award, Novel, Fiction, William-Morrow-Company	fiction
Katherine Hall Page	The Would-Be-Widower	Winner, Agatha-Award, Novel, Fiction, Malice-Domestic-X-(Avon-Books)	fiction
Katherine Hall Page	Have Faith in Your Kitchen	Fiction, Finalist, Agatha-Award, Novel	fiction
Katherine Hall Page	The Body in the Bonfire	Agatha-Award, Novel, Fiction, Morrow, Finalist	fiction
Jeanne M. Dams	The Body in the Transept	Winner, Agatha-Award, Novel, Fiction, Walker	fiction
Joe R. Lansdale	The Bottoms	Winner, Novel, Fiction, Edgar-Allan-Peo-Award-For-Best-Novel, Finalist, Anthony-Award-For-Best-Novel	fiction
Joe R. Lansdale	The Drive-In	Bantam Spectra, World-Fantasy-Award-finalist, Fantasy	fantasy
Kazuo Ishiguro	The Buried Giant	Alfred A. Knopf, World-Fantasy-Award-finalist, Fantasy	fantasy
Kazuo Ishiguro	The Remains of the Day	BBC-100-Most-Inspiring-Novels, Class-Society, Novel, Fiction, British	fiction
Kazuo Ishiguro	Never Let Me Go	2005, novel, science fiction	science-fiction
J.D. Salinger	The Catcher in the Rye	Fiction, English, Novel, Le-Mondes-100-Books-of-the-Century	fiction
T. E. D. Klein	The Ceremonies	Viking Press, World-Fantasy-Award-finalist, Fantasy	fantasy
Victor LaValle	The Changeling	Grau, Novel, Fantasy, Spiegel, World-Fantasy-Award	fantasy
Thomas H. Cook	The Chatham School Affair	Fiction, Edgar-Allan-Peo-Award-For-Best-Novel, Winner, Novel	fiction
Thomas H. Cook	Sandrine’s Case	Fiction, Edgar-Allan-Peo-Award-For-Best-Novel, Shortlist, Novel	fiction
Thomas H. Cook	Red Leaves	Fiction, Finalist, Novel, Anthony-Award-For-Best-Novel	fiction
P. D. James	The Children of Men	BBC-100-Most-Inspiring-Novels, Crime-Conflict, Novel, Fiction, British	fiction
P. D. James	Talking About Detective Fiction	Agatha-Award, Novel, Knopf, Fiction, Finalist	fiction
Anna Smaill	The Chimes	World-Fantasy-Award, Sceptre, Novel, Fantasy	fantasy
C. S. Lewis	The Chronicles of Narnia (series)	BBC-100-Most-Inspiring-Novels, Life,-Death-Other-Worlds, Novel, Fiction, British	fiction
C. S. Lewis	Out of the Silent Planet	novel, science fiction, 1938	science-fiction
Stephen R. Donaldson	The Chronicles of Thomas Covenant, the Unbeliever	Holt, World-Fantasy-Award-finalist, Fantasy, Winston, Rinehart	fantasy
Stephen R. Donaldson	The Runes of the Earth	Putnam Publishing Group, Victor Gollancz, World-Fantasy-Award-finalist, Fantasy	fantasy
Brooke Stevens	The Circus of the Earth and the Air	Harcourt Brace, World-Fantasy-Award-finalist, Fantasy	fantasy
Aden Polydoros	The City Beautiful	Inkyard Press, World-Fantasy-Award-finalist, Fantasy	fantasy
S. A. Chakraborty	The City of Brass	Harper Voyager, World-Fantasy-Award-finalist, Fantasy	fantasy
Arturo Pérez-Reverte	The Club Dumas (nomination withdrawn)a	Harcourt Brace, World-Fantasy-Award-finalist, Fantasy	fantasy
Alice Walker	The Color Purple	BBC-100-Most-Inspiring-Novels, American, Politics,-Power-Protest, Novel, Fiction	fiction
André Gide	The Counterfeiters	Fiction, Novel, French, Le-Mondes-100-Books-of-the-Century	fiction
Edna O’Brien	The Country Girls	BBC-100-Most-Inspiring-Novels, Novel, Fiction, Coming-of-Age, Irish	fiction
Clive Barker	The Damnation Game	Fantasy, Nicolson, World-Fantasy-Award-finalist, Weidenfeld	fantasy
Clive Barker	Weaveworld	Sons, World-Fantasy-Award-finalist, Fantasy, Poseidon Press, William Collins	fantasy
Elizabeth A. Lynn	The Dancers of Arun	Berkley Books, World-Fantasy-Award-finalist, Fantasy	fantasy
Elizabeth A. Lynn	Watchtower	Berkley Books, World-Fantasy-Award, Novel, Fantasy	fantasy
Patricia Wrightson	The Dark Bright Water	Atheneum Books, World-Fantasy-Award-finalist, Fantasy	fantasy
Frederick Forsyth	The Day of the Jackal	Fiction, Edgar-Allan-Peo-Award-For-Best-Novel, Winner, Novel	fiction
Kate Ross	The Devil In Music	Viking-Press, Winner, Agatha-Award, Novel, Fiction	fiction
Anne Frank	The Diary of a Young Girl	Dutch, Fiction, Novel, Le-Mondes-100-Books-of-the-Century	fiction
Robin Hathaway	The Doctor Digs a Grave	Winner, Agatha-Award, Novel, Fiction, Minotaur-Books	fiction
Elizabeth Daniels Squire	The Dog Who Remembered Too Much	Malice-Domestic-4-(Pocket-Books), Winner, Agatha-Award, Novel, Fiction	fiction
Ramsey Campbell	The Doll Who Ate His Mother	Bobbs-Merrill Company, World-Fantasy-Award-finalist, Fantasy	fantasy
Ramsey Campbell	The Nameless	Macmillan Publishers, World-Fantasy-Award-finalist, Fantasy	fantasy
John M. Ford	The Dragon Waiting	Timescape, World-Fantasy-Award, Novel, Fantasy	fantasy
Gordon R. Dickson	The Dragon and the George	Ballantine Books, World-Fantasy-Award-finalist, Fantasy	fantasy
Gordon R. Dickson	Soldier, Ask Not	Galaxy Science Fiction, science-fiction, Hugo-Award-for-Best-Short-Story, Short-Story	science-fiction
Lisa Goldstein	The Dream Years	Bantam Spectra, World-Fantasy-Award-finalist, Fantasy	fantasy
Stanley Ellin	The Eighth Circle	Fiction, Edgar-Allan-Peo-Award-For-Best-Novel, Winner, Novel	fiction
K. J. Bishop	The Etched City	Prime Books, World-Fantasy-Award-finalist, Fantasy	fantasy
Dorothy Cannell	The Family Jewels	Malice-Domestic-3-(Pocket-Books), Winner, Agatha-Award, Novel, Fiction	fiction
Dorothy Cannell	The Widow's Club	Fiction, Finalist, Agatha-Award, Novel	fiction
Dorothy Cannell	The Widow’s Club	Fiction, Finalist, Novel, Anthony-Award-For-Best-Novel	fiction
M. M. Kaye	The Far Pavilions	BBC-100-Most-Inspiring-Novels, Love,-Sex-Romance, Novel, Fiction, British	fiction
Elif Shafak	The Forty Rules of Love	BBC-100-Most-Inspiring-Novels, Love,-Sex-Romance, Turkish, Novel, Fiction	fiction
Ismail Kadare	The General of the Dead Army	Fiction, Albanian, Novel, Le-Mondes-100-Books-of-the-Century	fiction
Patrick O'Leary	The Gift	World-Fantasy-Award-finalist, Tor Books, Fantasy	fantasy
Arundhati Roy	The God of Small Things	BBC-100-Most-Inspiring-Novels, Novel, Identity, Fiction, Indian	fiction
Martin Edwards	The Golden Age of Murder: The Mystery of the Writers Who Invented the Modern Detective Story	Fiction, Winner, Agatha-Award, Novel	fiction
Martin Edwards	The Life of Crime: Detecting the History of Mysteries and Their Creators	Fiction, Finalist, Agatha-Award, Novel	fiction
Martin Edwards	Howdunit: A Masterclass in Crime Writing by Members of the Detection Club	Fiction, Finalist, Agatha-Award, Novel	fiction
Martin Edwards	The Story of Classic Crime in 100 Books	Fiction, Finalist, Agatha-Award, Novel	fiction
Melanie Rawn	The Golden Key	World-Fantasy-Award-finalist, DAW Books, Fantasy	fantasy
Will Shetterly	The Gospel of the Knife	World-Fantasy-Award-finalist, Tor Books, Fantasy	fantasy
Paula Volsky	The Grand Ellipse	Bantam Spectra, World-Fantasy-Award-finalist, Fantasy	fantasy
F. Scott Fitzgerald	The Great Gatsby	Fiction, English, Novel, Le-Mondes-100-Books-of-the-Century	fiction
Aleksandr Solzhenitsyn	The Gulag Archipelago	Fiction, Novel, Russian, Le-Mondes-100-Books-of-the-Century	fiction
Sandra Parshall fr	The Heat of the Moon	Poisoned-Pen-Press, Winner, Novel, Agatha-Award, Fiction	fiction
Jean Giono	The Horseman on the Roof	Fiction, Novel, French, Le-Mondes-100-Books-of-the-Century	fiction
Arthur Conan Doyle	The Hound of the Baskervilles	BBC-100-Most-Inspiring-Novels, Crime-Conflict, Novel, Fiction, British, English, Le-Mondes-100-Books-of-the-Century	fiction
Celia Fremlin	The Hours Before Dawn	Fiction, Edgar-Allan-Peo-Award-For-Best-Novel, Winner, Novel	fiction
Kage Baker	The House of the Stag	World-Fantasy-Award-finalist, Tor Books, Fantasy	fantasy
Kage Baker	The Empress of Mars	Theodore Sturgeon Award, science-fiction, Short-Story, Asimov's Science Fiction	science-fiction
Suzanne Collins	The Hunger Games	BBC-100-Most-Inspiring-Novels, American, Adventure, Novel, science fiction, novel, Fiction, 2008	fiction
J.M.G. Le Clézio	The Interrogation	Fiction, Novel, French, Le-Mondes-100-Books-of-the-Century	fiction
Patrick O’Brian	The Jack Aubrey Novels (series)	BBC-100-Most-Inspiring-Novels, Adventure, Novel, Fiction, British	fiction
Jason Goodwin	The Janissary Tree	Fiction, Edgar-Allan-Peo-Award-For-Best-Novel, Winner, Novel	fiction
Tasha Suri	The Jasmine Throne	World-Fantasy-Award, Novel, Fantasy, Orbit Books	fantasy
Milan Kundera	The Joke	Fiction, Czech, Novel, Le-Mondes-100-Books-of-the-Century	fiction
Chris Holm	The Killing Kind	Fiction, Winner, Novel, Anthony-Award-For-Best-Novel	fiction
Chris Holm	Red Right Hand	Fiction, Finalist, Novel, Anthony-Award-For-Best-Novel	fiction
Frances Schoonmaker	The Last Crystal	Winner, Novel, Agatha-Award, Fiction, Auctus-Press	fiction
Frances Schoonmaker	Sid Johnson and the Phantom Slave Stealer	Agatha-Award, Novel, Fiction, Auctus-Publishers, Finalist	fiction
Peter Lovesey	The Last Detective	Fiction, Winner, Novel, Anthony-Award-For-Best-Novel	fiction
Maj Sjöwall and Per Wahlöö	The Laughing Policeman	Fiction, Edgar-Allan-Peo-Award-For-Best-Novel, Winner, Novel	fiction
Gigi Pandian	The Library Ghost of Tanglewood Inn	Fiction, Winner, Agatha-Award, Novel	fiction
Gigi Pandian	The Locked Room Library	Ellery-Queen's-Mystery-Magazine,-July/August-2021, Agatha-Award, Novel, Fiction, Finalist	fiction
Gigi Pandian	The Hindi Houdini	Novel, Agatha-Award, Fiction, Fish-Nets:-The-Second-Guppy-Anthology-(Wildside-Press), Finalist	fiction
Gigi Pandian	The Raven Thief	Fiction, Finalist, Agatha-Award, Novel	fiction
Scott Lynch	The Lies of Locke Lamora	Victor Gollancz, Bantam Spectra, World-Fantasy-Award-finalist, Fantasy	fantasy
Ian R. MacLeod	The Light Ages	Ace Books, World-Fantasy-Award-finalist, Fantasy	fantasy
Ian R. MacLeod	The Summer Isles	Aio Publishing, John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Novel, science-fiction	science-fiction
